nickname,raw_value,raw_units,value,units,specifier,doi,record_method,,,experimental,state,
"2-(4-(3,6-di-tert-butyl-9H-carbazol-9-yl)phenyl)quinoxaline-6-carbonitrile",0.372,eV,[0.372],ElectronVolt^(1.0),ΔEST,10.1016/j.optmat.2026.117857,QuantityModelTemplateParser,,,0,-,
TD-2T,0.1,eV,[0.1],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113467,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
CD-2T,0.08,eV,[0.08],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113467,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
TD-2C,0.15,eV,[0.15],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113467,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
tCTN,0.07,[eV],[0.07],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2025.107369,AutoTableParser,,,1,CC1=CC=CC=C1,
PCTN,0.06,[eV],[0.06],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2025.107369,AutoTableParser,,,1,CC1=CC=CC=C1,
tCTN,0.11,[eV],[0.11],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2025.107369,AutoTableParser,,,0,-,
PCTN,0.09,[eV],[0.09],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2025.107369,AutoTableParser,,,0,-,
tMOPXZ-PAB,0.04,[eV],[0.04],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113504,AutoTableParser,,,1,CC1=CC=CC=C1,
tMePXZ-PAB,0.02,[eV],[0.02],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113504,AutoTableParser,,,1,CC1=CC=CC=C1,
m-CN-PAB,0.11,[eV],[0.11],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2026.175651,AutoTableParser,,,1,CC1=CC=CC=C1,
p-CN-PAB,0.12,[eV],[0.12],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2026.175651,AutoTableParser,,,1,CC1=CC=CC=C1,
m-CN-PAB,0.439,eV,[0.439],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2026.175651,QuantityModelTemplateParser,,,0,-,
p-CN-PAB,0.456,eV,[0.11],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2026.175651,QuantityModelTemplateParser,,,0,-,
(R)-QAO,0.14,(eV),[0.14],ElectronVolt^(1.0),ΔEST,10.1016/j.saa.2025.126710,AutoTableParser,,,1,CC1=CC=CC=C1,
(R)-QAO-Cz,0.03,(eV),[0.03],ElectronVolt^(1.0),ΔEST,10.1016/j.saa.2025.126710,AutoTableParser,,,1,CC1=CC=CC=C1,
(R)-QAO-CzNCF,0.05,(eV),[0.05],ElectronVolt^(1.0),ΔEST,10.1016/j.saa.2025.126710,AutoTableParser,,,1,CC1=CC=CC=C1,
(R)-QAO,0.49,(eV),[0.49],ElectronVolt^(1.0),ΔEST,10.1016/j.saa.2025.126710,AutoTableParser,,,0,-,
(R)-QAO-Cz,0.42,(eV),[0.42],ElectronVolt^(1.0),ΔEST,10.1016/j.saa.2025.126710,AutoTableParser,,,0,-,
(R)-QAO-CzNCF,0.45,(eV),[0.45],ElectronVolt^(1.0),ΔEST,10.1016/j.saa.2025.126710,AutoTableParser,,,0,-,
BCzBN-PO,0.11,(eV),[0.11],ElectronVolt^(1.0),ΔEST,10.1016/j.scib.2026.01.021,AutoTableParser,,,1,CC1=CC=CC=C1,
BCzBN-PS,0.12,(eV),[0.12],ElectronVolt^(1.0),ΔEST,10.1016/j.scib.2026.01.021,AutoTableParser,,,1,CC1=CC=CC=C1,
BCzBN,0.13,(eV),[0.13],ElectronVolt^(1.0),ΔEST,10.1016/j.scib.2026.01.021,AutoTableParser,,,1,CC1=CC=CC=C1,
BCzBN-PO,0.13,,[0.13],ElectronVolt^(1.0),ΔEST,10.1016/j.scib.2026.01.021,AutoTableParser,,,0,-,
BCzBN-PS,0.12,eV,[0.12],ElectronVolt^(1.0),ΔEST,10.1016/j.scib.2026.01.021,MultiQuantityModelTemplateParser,,,0,-,
BCzBN,0.13,eV,[0.11],ElectronVolt^(1.0),ΔEST,10.1016/j.scib.2026.01.021,MultiQuantityModelTemplateParser,,,0,-,
BO-QAD,0.19,(eV),[0.19],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113433,AutoTableParser,,,1,Film,
BO-QAD:DMAC-DPS,0.22,(eV),[0.22],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113433,AutoTableParser,,,1,Film,
BO-QAS:TCTA,0.13,(eV),[0.13],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113433,AutoTableParser,,,1,Film,
BO-QAD:TAPC,0.04,(eV),[0.04],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113433,AutoTableParser,,,1,Film,
BO-QAD:m-MTDATA,0.02,(eV),[0.02],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113433,AutoTableParser,,,1,Film,
BO-QAD,0.42,(eV),[0.42],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113433,AutoTableParser,,,0,-,
BO-QAD:DMAC-DPS,0.001,(eV),[0.001],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113433,AutoTableParser,,,0,-,
BO-QAS:TCTA,0.0002,(eV),[0.0002],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113433,AutoTableParser,,,0,-,
BO-QAD:TAPC,0.001,(eV),[0.001],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113433,AutoTableParser,,,0,-,
BO-QAD:m-MTDATA,0.001,(eV),[0.001],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113433,AutoTableParser,,,0,-,
N2SOBN,0.37,eV,[0.37],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2026.173722,QuantityModelTemplateParser,,,0,-,
N2SOBN,0.22,eV,[0.22],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2026.173722,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
TA-TPA,0.28,(eV),[0.28],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2023.145449,AutoTableParser,,,1,CC1=CC=CC=C1,
TA-tBu-TPA,0.24,(eV),[0.24],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2023.145449,AutoTableParser,,,1,CC1=CC=CC=C1,
TA-CN-TPA,0.12,(eV),[0.12],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2023.145449,AutoTableParser,,,1,CC1=CC=CC=C1,
TA-TPA,0.28,(eV),[0.28],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2023.145449,AutoTableParser,,,0,-,
TA-tBu-TPA,0.24,(eV),[0.24],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2023.145449,AutoTableParser,,,0,-,
TA-CN-TPA,0.12,(eV),[0.12],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2023.145449,AutoTableParser,,,0,-,
BN-1,0.17,[eV],[0.17],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113486,STSplitTableParser,,,1,CC1=CC=CC=C1,
BN-2,0.18,[eV],[0.18],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113486,STSplitTableParser,,,1,CC1=CC=CC=C1,
BN-1,0.12,[eV],[0.12],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113486,AutoTableParser,,,1,Film,
BN-2,0.11,[eV],[0.11],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113486,AutoTableParser,,,1,Film,
BN-1,0.373,[eV],[0.373],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113486,AutoTableParser,,,0,-,
BN-2,0.34,[eV],[0.34],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113486,AutoTableParser,,,0,-,
2-(9H-carbazol-9-yl)-3-(3-methoxy-9H-carbazol-9-yl)-9H-xanthen-9-one,0.25,eV,[0.25],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.131877,QuantityModelTemplateParser,,,1,Film,
"2-(3,6-di-tert-butyl-9H-carbazol-9-yl)-3-(3-methoxy-9H-carbazol-9-yl)-9H-xanthen-9-one",0.37,eV,[0.37],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.131877,QuantityModelTemplateParser,,,1,Film,
mCP-DPS-PXZ,0.05,[eV],[0.05],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2019.105602,AutoTableParser,,,1,Film,
mPhDCzDPSPXZ,0.03,[eV],[0.03],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2019.105602,AutoTableParser,,,1,Film,
DCB-DPS-PXZ,0.03,[eV],[0.03],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2019.105602,AutoTableParser,,,1,Film,
Py-DMAC,0.0003,eV,[0.0003],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2020.126107,AutoTableParser,,,0,-,
3Py-DMAC,0.04,(eV),[0.04],ElectronVolt^(1.0),ΔESTe,10.1016/j.cej.2020.126107,AutoTableParser,,,1,Film,
Me2AcBO,0.05,(eV),[0.05],ElectronVolt^(1.0),ΔESTf,10.1016/j.cej.2021.133078,AutoTableParser,,,0,-,
F2AcBO,0.05,(eV),[0.05],ElectronVolt^(1.0),ΔESTf,10.1016/j.cej.2021.133078,AutoTableParser,,,0,-,
tBUAcBO,0.1,(eV),[0.1],ElectronVolt^(1.0),ΔESTf,10.1016/j.cej.2021.133078,AutoTableParser,,,0,-,
BenCN-PXZ,0.1,eV,[0.1],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.128949,QuantityModelTemplateParser,,,0,-,
BDCN-PXZ,0.03,eV,[0.03],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.128949,QuantityModelTemplateParser,,,1,Film,
p-CzTrz,0.09,(eV),[0.09],ElectronVolt^(1.0),ΔESTg,10.1016/j.cej.2022.136292,AutoTableParser,,,1,Film,
p-CzPym,0.46,(eV),[0.46],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.136292,AutoTableParser,,,0,-,
p-CzTrz,0.4,(eV),[0.4],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.136292,AutoTableParser,,,0,-,
ME5,0.79,eV,[0.79],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2022.110821,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
ME13,0.31,eV,[0.31],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2022.110821,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
ME9,0.48,eV,[0.48],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2022.110821,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
DMAC-Cz-TTR,0.066,[eV],[0.066],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2021.106312,STSplitTableParser,,,1,Film,
DMAC-Cz-TTR,0.0007,eV,[0.0007],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2021.106312,QuantityModelTemplateParser,,,0,-,
AQ-S-Cz,0.16,[eV],[0.16],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2021.106245,AutoTableParser,,,1,CC1=CC=CC=C1,
AQ-S-DPA,0.09,[eV],[0.09],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2021.106245,AutoTableParser,,,1,CC1=CC=CC=C1,
AQ-S-DMAC,0.01,[eV],[0.01],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2021.106245,AutoTableParser,,,1,CC1=CC=CC=C1,
TCTA,0.54,(eV),[0.54],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2017.10.019,AutoTableParser,,,1,Film,
CNSFX,0.64,(eV),[0.64],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2017.10.019,AutoTableParser,,,1,Film,
DCNSDX,0.54,(eV),[0.54],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2017.10.019,AutoTableParser,,,1,Film,
TCTA:CNSFX,0.32,(eV),[0.32],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2017.10.019,AutoTableParser,,,1,Film,
TCTA:DCNSFX,0.05,(eV),[0.05],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2017.10.019,AutoTableParser,,,1,Film,
TBP-PXZ,0.02,(eV),[0.02],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2018.08.021,AutoTableParser,,,1,Film,
DTC-pBPSB,0.05,(eV),[0.05],ElectronVolt^(1.0),ΔEST,10.1016/j.nima.2019.05.095,AutoTableParser,,,1,CC(Cl)Cl,
DTC-mBPSB,0.24,(eV),[0.24],ElectronVolt^(1.0),ΔEST,10.1016/j.nima.2019.05.095,AutoTableParser,,,1,CC(Cl)Cl,
DOC-mBPSB,0.17,eV,[0.17],ElectronVolt^(1.0),ΔEST,10.1016/j.nima.2019.05.095,MultiQuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
DOC-pBPSB ,0.14,eV,[0.14],ElectronVolt^(1.0),ΔEST,10.1016/j.nima.2019.05.095,MultiQuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
tBuInPz-BO,0.02,eV,[0.02],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.135571,QuantityModelTemplateParser,,,1,Film,
InPz-BO,0.03,eV,[0.03],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.135571,QuantityModelTemplateParser,,,1,Film,
DTSF-2-DP-TRZ,0.59,(eV),[0.59],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.136642,AutoTableParser,,,1,Film,
DTSF-2-DP-TRZ:BCF,0.08,(eV),[0.08],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.136642,AutoTableParser,,,1,Film,
1PXZP,0.2,(eV),[0.2],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2020.108437,AutoTableParser,,,1,Film,
2PXZP,0.13,(eV),[0.13],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2020.108437,AutoTableParser,,,1,Film,
2PXZP,0.14,eV,[0.14],ElectronVolt^(1.0),ΔESTs,10.1016/j.dyepig.2020.108437,MultiQuantityModelTemplateParser,,,0,-,
1PXZP,0.32,eV,[0.32],ElectronVolt^(1.0),ΔESTs,10.1016/j.dyepig.2020.108437,MultiQuantityModelTemplateParser,,,0,-,
PXZ-Ph-PyTRZ,0.09,eV,[0.09],ElectronVolt^(1.0),ΔESTs,10.1016/j.mtener.2020.100581,MultiQuantityModelTemplateParser,,,1,CC1CCCO1,
PXZ-PyTRZ ,0.01,eV,[0.01],ElectronVolt^(1.0),ΔESTs,10.1016/j.mtener.2020.100581,QuantityModelTemplateParser,,,1,CC1CCCO1,
TXO-P-Si,0.9,eV,[0.9],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.133546,QuantityModelTemplateParser,,,0,-,
TXO-P-Si,1.11,eV,[1.11],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.133546,QuantityModelTemplateParser,,,1,CC1CCCO1,
TXO-P-Si:PPO21,0.1,eV,[0.1],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.133546,QuantityModelTemplateParser,,,0,-,
mCP:TXO-P-Si,0.00064,eV,[0.00064],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.133546,MultiQuantityModelTemplateParser,,,1,Film,
"3,5-DCzPPy:TXO-P-Si",0.055,eV,[0.055],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.133546,MultiQuantityModelTemplateParser,,,1,Film,
CBP:TXO-P-Si,0.0063,eV,[0.0063],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.133546,MultiQuantityModelTemplateParser,,,1,Film,
mCP: TXO-P-Si,0.024,eV,[0.024],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.133546,MultiQuantityModelTemplateParser,,,1,Film,
12BTCzTPN,0.08,eV,[0.08],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.137181,QuantityModelTemplateParser,,,0,-,
12BTCzTPN,0.5187,eV,[0.05187],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.137181,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
SDPS,0.52,eV,[0.52],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2019.04.034,QuantityModelTemplateParser,,,1,CC1CCCO1,
3ICz-Tr,0.28,(eV),[0.28],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2019.107650,AutoTableParser,,,1,CC1=CC=CC=C1,
Tri-tNID,0.08,(eV),[0.08],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2019.107650,AutoTableParser,,,1,CC1=CC=CC=C1,
ICz-Tr,0.2424,eV,[0.2424],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2019.107650,QuantityModelTemplateParser,,,0,-,
"4,5-TXO-PhCz",0.011,eV,[0.011],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2022.106490,QuantityModelTemplateParser,,,1,CC1CCCO1,
"4,5-TXO-PhCz",0.0214,eV,[0.0214],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2022.106490,QuantityModelTemplateParser,,,0,-,
"5-(3,6-dinitro-9H-carbazol-9-yl)isoindoline-1,3-dione",0.45,(eV),[0.45],ElectronVolt^(1.0),∆EST,10.1016/j.saa.2019.117214,AutoTableParser,,,0,-,
"5-(9H-carbazol-9-yl)isoindoline-1,3-dione",0.28,(eV),[0.28],ElectronVolt^(1.0),∆EST,10.1016/j.saa.2019.117214,AutoTableParser,,,0,-,
"5-(3,6-diphenyl-9H-carbazol-9-yl)isoindoline-1,3-dione",0.22,(eV),[0.22],ElectronVolt^(1.0),∆EST,10.1016/j.saa.2019.117214,AutoTableParser,,,0,-,
"5-(9H-[3,9'-bicarbazol]-9-yl)isoindoline-1,3-dione",0.1,(eV),[0.1],ElectronVolt^(1.0),∆EST,10.1016/j.saa.2019.117214,AutoTableParser,,,0,-,
"5-(9'H-[9,3':6',9''-tercarbazol]-9'-yl)isoindoline-1,3-dione",0.09,(eV),[0.09],ElectronVolt^(1.0),∆EST,10.1016/j.saa.2019.117214,AutoTableParser,,,0,-,
DPCzIQCN,0.47,eV,[0.47],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2026.113743,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
TPAIQCN,0.43,eV,[0.43],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2026.113743,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
MeOTPAIQCN-1,0.13,eV,[0.13],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2026.113743,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
MeOTPAIQCN-2,0.2,eV,[0.2],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2026.113743,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
DPCzIQCN,0.54,eV,[0.54],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2026.113743,QuantityModelTemplateParser,,,0,-,
TPAIQCN,0.55,eV,[0.55],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2026.113743,QuantityModelTemplateParser,,,0,-,
MeOTPAIQCN-1,0.09,eV,[0.09],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2026.113743,QuantityModelTemplateParser,,,0,-,
MeOTPAIQCN-2,0.08,eV,[0.08],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2026.113743,QuantityModelTemplateParser,,,0,-,
"dithieno[2,3-a:3',2'-c]phenazine",0.91,(eV),[0.91],ElectronVolt^(1.0),∆EST,10.1016/j.jphotochem.2026.117101,AutoTableParser,,,0,-,
"N,N-diphenyldithieno[2,3-a:3',2'-c]phenazin-9-amine",0.66,(eV),[0.66],ElectronVolt^(1.0),∆EST,10.1016/j.jphotochem.2026.117101,AutoTableParser,,,0,-,
"N-(naphthalen-1-yl)-N-phenyldithieno[2,3-a:3',2'-c]phenazin-9-amine",0.67,(eV),[0.67],ElectronVolt^(1.0),∆EST,10.1016/j.jphotochem.2026.117101,AutoTableParser,,,0,-,
"N,N-bis(4-methoxyphenyl)dithieno[2,3-a:3',2'-c]phenazin-9-amine",0.59,(eV),[0.59],ElectronVolt^(1.0),∆EST,10.1016/j.jphotochem.2026.117101,AutoTableParser,,,0,-,
"N-(4-nitrophenyl)-N-phenyldithieno[2,3-a:3',2'-c]phenazin-9-amine",0.7,(eV),[0.7],ElectronVolt^(1.0),∆EST,10.1016/j.jphotochem.2026.117101,AutoTableParser,,,0,-,
"9-(9H-carbazol-9-yl)dithieno[2,3-a:3',2'-c]phenazine",0.54,(eV),[0.54],ElectronVolt^(1.0),∆EST,10.1016/j.jphotochem.2026.117101,AutoTableParser,,,0,-,
"9-(10H-phenothiazin-10-yl)dithieno[2,3-a:3',2'-c]phenazine",0.008,(eV),[0.008],ElectronVolt^(1.0),∆EST,10.1016/j.jphotochem.2026.117101,AutoTableParser,,,0,-,
"4-(dithieno[2,3-a:3',2'-c]phenazin-9-yl)morpholine",0.81,(eV),[0.81],ElectronVolt^(1.0),∆EST,10.1016/j.jphotochem.2026.117101,AutoTableParser,,,0,-,
DCPPrTPA,0.07,eV,[0.07],ElectronVolt^(1.0),ΔEST,10.1016/j.eurpolymj.2026.114887,QuantityModelTemplateParser,,,1,Film,neat
DCPPTPA,0.1,eV,[0.1],ElectronVolt^(1.0),ΔEST,10.1016/j.eurpolymj.2026.114887,QuantityModelTemplateParser,,,1,Film,neat
BCz-BN,0.14,(eV),[0.14],ElectronVolt^(1.0),∆EST,10.1016/j.cej.2026.177783,AutoTableParser,,,1,CC1=CC=CC=C1,
BN-Ph-BN,0.16,(eV),[0.16],ElectronVolt^(1.0),∆EST,10.1016/j.cej.2026.177783,AutoTableParser,,,1,CC1=CC=CC=C1,
BN-2MePh-BN,0.13,(eV),[0.13],ElectronVolt^(1.0),∆EST,10.1016/j.cej.2026.177783,AutoTableParser,,,1,CC1=CC=CC=C1,
2-(4-(10H-phenothiazin-10-yl)phenyl)quinoxaline-6-carbonitrile,0.02,(eV),[0.02],ElectronVolt^(1.0),∆EST,10.1016/j.optmat.2026.117857,QuantityModelTemplateParser,,,1,C1CCCO1,
2-(4-(10H-phenoxazin-10-yl)phenyl)quinoxaline-6-carbonitrile,0.04,(eV),[0.04],ElectronVolt^(1.0),∆EST,10.1016/j.optmat.2026.117858,AutoTableParser,,,1,C1CCCO1,
"2-(4-(2,7-di-tert-butyl-9,9-dimethylacridin-10(9H)-yl)phenyl)quinoxaline-6-carbonitrile",0.02,(eV),[0.02],ElectronVolt^(1.0),∆EST,10.1016/j.optmat.2026.117859,AutoTableParser,,,1,C1CCCO1,
"3,6-di-tert-butyl-9-(4-(quinoxalin-2-yl)phenyl)-9H-carbazole",0.33,(eV),[0.33],ElectronVolt^(1.0),ΔEST,10.1016/j.optmat.2026.117860,AutoTableParser,,,1,C1CCCO1,
Me-t-DABNA-SF,0.07,[eV],[0.07],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2026.107407,AutoTableParser,,,1,CC1=CC=CC=C1,
CZ-MPSPO,0.05,eV,[0.05],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2024.150028,QuantityModelTemplateParser,,,1,[H]C(Cl)(Cl)[H],
Br-TPA,0.18,(eV),[0.18],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2024.150782,AutoTableParser,,,1,CC1=CC=CC=C1,
CN-TPA,0.15,(eV),[0.15],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2024.150782,AutoTableParser,,,1,CC1=CC=CC=C1,
BF2-TPA,0.12,(eV),[0.12],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2024.150782,AutoTableParser,,,1,CC1=CC=CC=C1,
BIPH-TPA,0.2,eV,[0.2],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2024.151155,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
NA-TPA,0.15,eV,[0.15],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2024.151156,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
oTPA-PPP,0.14,[eV],[0.14],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2024.111981,AutoTableParser,,,1,CC1=CC=CC=C1,
mTPA-PPP,0.13,[eV],[0.13],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2024.111981,AutoTableParser,,,1,CC1=CC=CC=C1,
TtBCz-Trz,0.1,(eV),[0.1],ElectronVolt^(1.0),∆EST,10.1016/j.synthmet.2024.117551,AutoTableParser,,,1,Film,
TtBCz-Trz,0.03,(eV),[0.03],ElectronVolt^(1.0),∆EST,10.1016/j.synthmet.2024.117551,AutoTableParser,,,0,-,
"10,10'-(11,12-diphenyldipyrido[3,2-a:2',3'-c]phenazine-3,6-diyl)bis(10H-phenoxazine)",0.2,eV,[0.2],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2022.110801,QuantityModelTemplateParser,,,1,Film,
"11,12-bis(4-(10H-phenoxazin-10-yl)phenyl)dipyrido[3,2-a:2',3'-c]phenazine",0.08,eV,[0.08],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2022.110801,QuantityModelTemplateParser,,,1,Film,
2PXZDPS,0.02,(eV),[0.02],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2019.108028,AutoTableParser,,,1,CC1CCCO1,
2DMACDPS,0.08,(eV),[0.08],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2019.108028,AutoTableParser,,,1,CC1CCCO1,
ECPPTT,0.08,(eV),[0.08],ElectronVolt^(1.0),ΔEST,10.1016/j.tet.2017.12.022,AutoTableParser,,,1,Film,neat
ECDPTT,0.12,(eV),[0.12],ElectronVolt^(1.0),ΔEST,10.1016/j.tet.2017.12.022,AutoTableParser,,,1,Film,neat
ECPPTT,0.15,eV,[0.15],ElectronVolt^(1.0),ΔEST,10.1016/j.tet.2017.12.022,,,,0,-,
ECDPTT,0.21,eV,[0.21],ElectronVolt^(1.0),ΔEST,10.1016/j.tet.2017.12.022,,,,0,-,
PDCDC,0.06,(eV),[0.06],ElectronVolt^(1.0),ΔESTe,10.1016/j.cej.2022.134924,AutoTableParser,,,1,CC1=CC=CC=C1,
PDCDC,0.02,(eV),[0.02],ElectronVolt^(1.0),ΔESTe,10.1016/j.cej.2022.134924,AutoTableParser,,,1,Film,neat
PDCDC,0.0062,eV,[0.0062],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.134924,QuantityModelTemplateParser,,,0,-,
DMACBB,0.2,(eV),[0.2],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2021.109210,AutoTableParser,,,1,CC1=CC=CC=C1,
PXZBB,0.11,(eV),[0.11],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2021.109210,AutoTableParser,,,1,CC1=CC=CC=C1,
5CzDPhCF3,0.23,eV,[0.23],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2018.06.017,MultiQuantityModelTemplateParser,,,1,Film,neat
5CzPhCF3,0.02,eV,[0.02],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2018.06.017,QuantityModelTemplateParser,,,1,Film,neat
A-BP-TA,0.06,eV,[0.06],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2019.04.025,QuantityModelTemplateParser,,,1,Film,
