,nickname,name.compound,name.smiles
183,PTZ-NAI,"6-(10H-phenothiazin-10-yl)-2-phenyl-1H-benzo[de]isoquinoline-1,3(2H)-dione",O=C1N(C2=CC=CC=C2)C(C(C3=C4C=CC=C31)=CC=C4N5C6=C(C=CC=C6)SC7=CC=CC=C75)=O
184,3TCPM,(4-(3-(4-(diphenylamino)phenyl)-9H-carbazol-9-yl)phenyl)(phenyl)methanone,O=C(C1=CC=CC=C1)C(C=C2)=CC=C2N3C4=C(C=CC=C4)C5=C3C=CC(C(C=C6)=CC=C6N(C7=CC=CC=C7)C8=CC=CC=C8)=C5
185,2TCPM,(4-(2-(4-(diphenylamino)phenyl)-9H-carbazol-9-yl)phenyl)(phenyl)methanone,O=C(C1=CC=CC=C1)C2=CC=C(N3C4=C(C=CC=C4)C(C3=C5)=CC=C5C(C=C6)=CC=C6N(C7=CC=CC=C7)C8=CC=CC=C8)C=C2
186,1TCPM,(4-(1-(4-(diphenylamino)phenyl)-9H-carbazol-9-yl)phenyl)(phenyl)methanone,O=C(C1=CC=CC=C1)C(C=C2)=CC=C2N3C4=C(C=CC=C4)C5=C3C(C(C=C6)=CC=C6N(C7=CC=CC=C7)C8=CC=CC=C8)=CC=C5
187,1TCPM-Cz,(4-(9H-carbazol-9-yl)phenyl)(4-(1-(4-(diphenylamino)phenyl)-9H-carbazol-9-yl)phenyl)methanone,O=C(C1=CC=C(N2C(C=CC=C3)=C3C4=C2C=CC=C4)C=C1)C(C=C5)=CC=C5N6C7=C(C=CC=C7)C8=C6C(C(C=C9)=CC=C9N(C%10=CC=CC=C%10)C%11=CC=CC=C%11)=CC=C8
188,mCP-6C-TRZ,"9,9'-(5-((6-(4-(4,6-diphenyl-1,3,5-triazin-2-yl)phenoxy)hexyl)oxy)-1,3-phenylene)bis(9H-carbazole)",C1(N(C2=CC(N3C(C=CC=C4)=C4C5=C3C=CC=C5)=CC(OCCCCCCOC6=CC=C(C7=NC(C8=CC=CC=C8)=NC(C9=CC=CC=C9)=N7)C=C6)=C2)C%10=C%11C=CC=C%10)=C%11C=CC=C1
189,phCz-6C-TRZ,"9-(4-((6-(4-(4,6-diphenyl-1,3,5-triazin-2-yl)phenoxy)hexyl)oxy)phenyl)-9H-carbazole",C1(N2C(C=CC=C3)=C3C4=C2C=CC=C4)=CC=C(OCCCCCCOC5=CC=C(C6=NC(C7=CC=CC=C7)=NC(C8=CC=CC=C8)=N6)C=C5)C=C1
190,2phCz-6C-TRZ,"9-(6-(4-(4,6-diphenyl-1,3,5-triazin-2-yl)phenoxy)hexyl)-3,6-diphenyl-9H-carbazole",C1(C2=CC(C(C=C(C3=CC=CC=C3)C=C4)=C4N5CCCCCCOC6=CC=C(C7=NC(C8=CC=CC=C8)=NC(C9=CC=CC=C9)=N7)C=C6)=C5C=C2)=CC=CC=C1
191,DBBPZ-DPXZ,"10,10'-(11,12-diphenyldibenzo[a,c]phenazine-3,6-diyl)bis(10H-phenoxazine)",C12=C(C=C(C3=CC=CC=C3)C(C4=CC=CC=C4)=C2)N=C5C(C(C=CC(N6C(C=CC=C7)=C7OC8=C6C=CC=C8)=C9)=C9C%10=C5C=CC(N%11C(C=CC=C%12)=C%12OC%13=C%11C=CC=C%13)=C%10)=N1
192,mDPBPZ-DPXZ,"10,10'-(11,12-di(pyridin-3-yl)dibenzo[a,c]phenazine-3,6-diyl)bis(10H-phenoxazine)",C12=C(C=C(C3=CC=CN=C3)C(C4=CN=CC=C4)=C2)N=C5C(C(C=CC(N6C(C=CC=C7)=C7OC8=C6C=CC=C8)=C9)=C9C%10=C5C=CC(N%11C(C=CC=C%12)=C%12OC%13=C%11C=CC=C%13)=C%10)=N1
193,DPIBPZ-DPXZ,"10,10'-(11,12-di(pyrimidin-5-yl)dibenzo[a,c]phenazine-3,6-diyl)bis(10H-phenoxazine)",C12=C(C=C(C3=CN=CN=C3)C(C4=CN=CN=C4)=C2)N=C5C(C(C=CC(N6C(C=CC=C7)=C7OC8=C6C=CC=C8)=C9)=C9C%10=C5C=CC(N%11C(C=CC=C%12)=C%12OC%13=C%11C=CC=C%13)=C%10)=N1
194,BCZ-BTD-AD,"4-(3,5-di(9H-carbazol-9-yl)phenyl)-7-(9,9-dimethylacridin-10(9H)-yl)benzo[c][1,2,5]thiadiazole",CC1(C)C2=C(C=CC=C2)N(C3=CC=C(C4=CC(N5C(C=CC=C6)=C6C7=C5C=CC=C7)=CC(N8C(C=CC=C9)=C9C%10=C8C=CC=C%10)=C4)C%11=NSN=C3%11)C%12=CC=CC=C%121
195,BCPBT,"4,7-bis(3,5-di(9H-carbazol-9-yl)phenyl)benzo[c][1,2,5]thiadiazole",C1(C2=CC=C(C3=CC(N4C(C=CC=C5)=C5C6=C4C=CC=C6)=CC(N7C(C=CC=C8)=C8C9=C7C=CC=C9)=C3)C%10=NSN=C2%10)=CC(N%11C(C=CC=C%12)=C%12C%13=C%11C=CC=C%13)=CC(N%14C(C=CC=C%15)=C%15C%16=C%14C=CC=C%16)=C1
196,None,"1,3-di(9H-carbazol-9-yl)benzene",C1(N2C3=C(C4=C2C=CC=C4)C=CC=C3)=CC=CC(N5C6=C(C7=C5C=CC=C7)C=CC=C6)=C1
197,TRZ-DCF,"2-(9H-carbazol-9-yl)-5-(4-(4,6-diphenyl-1,3,5-triazin-2-yl)-2-methylphenyl)-7,7-dimethyl-5,7-dihydroindeno[2,1-b]carbazole",CC(C1=C2C=CC=C1)(C)C(C2=C3)=CC4=C3C(C=C(N5C(C=CC=C6)=C6C7=C5C=CC=C7)C=C8)=C8N4C(C=C9)=C(C)C=C9C%10=NC(C%11=CC=CC=C%11)=NC(C%12=CC=CC=C%12)=N%10
198,TRTZ,"9-(4-(4,6-diphenyl-1,3,5-triazin-2-yl)phenyl)-9H-carbazole",C1(C2=NC(C3=CC=CC=C3)=NC(C4=CC=C(N5C(C=CC=C6)=C6C7=C5C=CC=C7)C=C4)=N2)=CC=CC=C1
199,4CzIPN,"((4s,6s)-2,4,5,6-tetra(9H-carbazol-9-yl)isophthalonitrile)",N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)=[C@@](N8C9=C(C%10=C8C=CC=C%10)C=CC=C9)C(C#N)=C1N%11C%12=C(C%13=C%11C=CC=C%13)C=CC=C%12
200,Cz-4CzIPN,"(4M)-2,4,5,6-tetrakis(4-((6-(9H-carbazol-9-yl)hexyl)oxy)-9H-carbazol-9-yl)isophthalonitrile",N#CC1=C(N2C3=C(C4=C2C=CC=C4)C(OCCCCCCN5C(C=CC=C6)=C6C7=C5C=CC=C7)=CC=C3)C(N8C9=C(C%10=C8C=CC=C%10)C(OCCCCCCN%11C(C=CC=C%12)=C%12C%13=C%11C=CC=C%13)=CC=C9)=[C@@](N%14C%15=C(C%16=C%14C=CC=C%16)C(OCCCCCCN%17C(C=CC=C%18)=C%18C%19=C%17C=CC=C%19)=CC=C%15)C(C#N)=C1N%20C%21=C(C%22=C%20C=CC=C%22)C(OCCCCCCN%23C(C=CC=C%24)=C%24C%25=C%23C=CC=C%25)=CC=C%21
201,Cy-2Cz,"2'-(9'-phenyl-9H,9'H-[3,3'-bicarbazol]-9-yl)-[1,1'-biphenyl]-2-carbonitrile",N#CC1=C(C2=CC=CC=C2N3C(C=CC(C4=CC=C(N(C5=CC=CC=C5)C6=C7C=CC=C6)C7=C4)=C8)=C8C9=C3C=CC=C9)C=CC=C1
202,Cy-3Cz,"2'-(9,9''-diphenyl-9H,9'H,9''H-[3,3':6',3''-tercarbazol]-9'-yl)-[1,1'-biphenyl]-2-carbonitrile",N#CC1=C(C2=CC=CC=C2N3C(C=CC(C4=CC(C(C=CC=C5)=C5N6C7=CC=CC=C7)=C6C=C4)=C8)=C8C9=C3C=CC(C%10=CC=C(N(C%11=CC=CC=C%11)C%12=C%13C=CC=C%12)C%13=C%10)=C9)C=CC=C1
203,Sf-3Cz,"9,9''-diphenyl-9'-(4-(phenylsulfonyl)phenyl)-9H,9'H,9''H-3,3':6',3''-tercarbazole",O=S(C1=CC=C(N2C(C=CC(C3=CC(C(C=CC=C4)=C4N5C6=CC=CC=C6)=C5C=C3)=C7)=C7C8=C2C=CC(C9=CC=C(N(C%10=CC=CC=C%10)C%11=C%12C=CC=C%11)C%12=C9)=C8)C=C1)(C%13=CC=CC=C%13)=O
204,BCZ-BTD-AD,"4-(acridin-10(9H)-yl)-7-(3,5-di(9H-carbazol-9-yl)phenyl)benzo[c][1,2,5]thiadiazole",C12=CC=CC=C1CC3=C(C=CC=C3)N2C4=CC=C(C5=CC(N6C(C=CC=C7)=C7C8=C6C=CC=C8)=CC(N9C(C=CC=C%10)=C%10C%11=C9C=CC=C%11)=C5)C%12=NSN=C4%12
205,(S)-NPE-AcDPS,"(S)-2,8-bis(9,9-dimethylacridin-10(9H)-yl)-10-(1-phenylethyl)-10H-phenothiazine 5,5-dioxide",CC(C1=C2C=CC=C1)(C)C3=C(C=CC=C3)N2C(C=C4)=CC5=C4S(C(C=C6)=C(N5[C@H](C7=CC=CC=C7)C)C=C6N8C9=C(C=CC=C9)C(C)(C)C%10=C8C=CC=C%10)(=O)=O
206,Trz-oIC,"11-(4-(4,6-diphenyl-1,3,5-triazin-2-yl)phenyl)-12-phenyl-11,12-dihydroindolo[2,3-a]carbazole",C1(C2=NC(C3=CC=C(N4C(C=CC=C5)=C5C6=C4C7=C(C(C=CC=C8)=C8N7C9=CC=CC=C9)C=C6)C=C3)=NC(C%10=CC=CC=C%10)=N2)=CC=CC=C1
207,Trz-mIC,"12-(4-(4,6-diphenyl-1,3,5-triazin-2-yl)phenyl)-5-phenyl-5,12-dihydroindolo[3,2-a]carbazole",C1(C2=NC(C3=CC=C(N4C(C=CC=C5)=C5C6=C4C7=C(N(C8=CC=CC=C8)C9=C7C=CC=C9)C=C6)C=C3)=NC(C%10=CC=CC=C%10)=N2)=CC=CC=C1
208,Trz-pIC,"5-(4-(4,6-diphenyl-1,3,5-triazin-2-yl)phenyl)-11-phenyl-5,11-dihydroindolo[3,2-b]carbazole",C1(C2=NC(C3=CC=C(N4C(C=CC=C5)=C5C6=C4C=C7C(N(C8=CC=CC=C8)C9=C7C=CC=C9)=C6)C=C3)=NC(C%10=CC=CC=C%10)=N2)=CC=CC=C1
209,Trz-fIC,"15-(4-(4,6-diphenyl-1,3,5-triazin-2-yl)phenyl)-15H-diindolo[2,3-b:1',2',3'-lm]carbazole",C1(C2=NC(C3=CC=C(N4C(C=CC=C5)=C5C6=C4C7=C(N8C9=CC=CC=C79)C(C%10=C8C=CC=C%10)=C6)C=C3)=NC(C%11=CC=CC=C%11)=N2)=CC=CC=C1
210,HETBu,"N,N',N''-(1,3,3a1,4,6,7,9-heptaazaphenalene-2,5,8-triyltris(benzene-4,1-diyl))tris(3,5-di-tert-butyl-N-(3,5-di-tert-butylphenyl)aniline)",CC(C)(C)C1=CC(C(C)(C)C)=CC(N(C2=CC(C(C)(C)C)=CC(C(C)(C)C)=C2)C(C=C3)=CC=C3C4=NC(N56)=NC(C7=CC=C(N(C8=CC(C(C)(C)C)=CC(C(C)(C)C)=C8)C9=CC(C(C)(C)C)=CC(C(C)(C)C)=C9)C=C7)=NC5=NC(C%10=CC=C(N(C%11=CC(C(C)(C)C)=CC(C(C)(C)C)=C%11)C%12=CC(C(C)(C)C)=CC(C(C)(C)C)=C%12)C=C%10)=NC6=N4)=C1
211,HAP-3TPA,"4,4',4''-(1,3,3a1,4,6,7,9-heptaazaphenalene-2,5,8-triyl)tris(N,N-bis(4-(tert-butyl)phenyl)aniline)",CC(C)(C)C(C=C1)=CC=C1N(C2=CC=C(C(C)(C)C)C=C2)C(C=C3)=CC=C3C4=NC(N56)=NC(C7=CC=C(N(C8=CC=C(C(C)(C)C)C=C8)C9=CC=C(C(C)(C)C)C=C9)C=C7)=NC5=NC(C%10=CC=C(N(C%11=CC=C(C(C)(C)C)C=C%11)C%12=CC=C(C(C)(C)C)C=C%12)C=C%10)=NC6=N4
212,t-DABNA,"2,12-di-tert-butyl-5,9-bis(4-(tert-butyl)phenyl)-5,9-dihydro-5,9-diaza-13b-boranaphtho[3,2,1-de]anthracene",CC(C)(C)C1=CC2=C(N(C3=CC=C(C(C)(C)C)C=C3)C4=C5B2C6=C(C=CC(C(C)(C)C)=C6)N(C7=CC=C(C(C)(C)C)C=C7)C5=CC=C4)C=C1
213,t-DAB-DPA,"2,12-di-tert-butyl-N,N,5,9-tetrakis(4-(tert-butyl)phenyl)-5,9-dihydro-5,9-diaza-13b-boranaphtho[3,2,1-de]anthracen-7-amine",CC(C)(C)C1=CC2=C(N(C3=CC=C(C(C)(C)C)C=C3)C4=C5B2C6=C(C=CC(C(C)(C)C)=C6)N(C7=CC=C(C(C)(C)C)C=C7)C5=CC(N(C8=CC=C(C(C)(C)C)C=C8)C9=CC=C(C(C)(C)C)C=C9)=C4)C=C1
214,SFAC-BP-SFAC,"bis(4-(10H-spiro[acridine-9,9'-fluoren]-10-yl)phenyl)methanone",O=C(C1=CC=C(N(C2=CC=CC=C2C34C5=C(C=CC=C5)C6=C4C=CC=C6)C7=C3C=CC=C7)C=C1)C8=CC=C(N9C%10=CC=CC=C%10C%11(C(C=CC=C%12)=C%12C%13=C%11C=CC=C%13)C%14=C9C=CC=C%14)C=C8
215,SXAC-BP-SXAC,"bis(4-(10H-spiro[acridine-9,9'-xanthen]-10-yl)phenyl)methanone",O=C(C1=CC=C(N(C2=CC=CC=C2C3(C4=C5C=CC=C4)C6=C(O5)C=CC=C6)C7=C3C=CC=C7)C=C1)C8=CC=C(N9C%10=CC=CC=C%10C(C%11=C(O%12)C=CC=C%11)(C%13=C%12C=CC=C%13)C%14=C9C=CC=C%14)C=C8
216,STAC-BP-STAC,"bis(4-(10H-spiro[acridine-9,9'-thioxanthen]-10-yl)phenyl)methanone",O=C(C1=CC=C(N(C2=CC=CC=C2C3(C4=C5C=CC=C4)C6=C(S5)C=CC=C6)C7=C3C=CC=C7)C=C1)C8=CC=C(N9C%10=CC=CC=C%10C(C%11=C(S%12)C=CC=C%11)(C%13=C%12C=CC=C%13)C%14=C9C=CC=C%14)C=C8
217,APPT-PXZ,"10-(acenaphtho[1',2':5,6]pyrazino[2,3-f][1,10]phenanthrolin-12-yl)-10H-phenoxazine",C12=C(N=C(C3=CC=CC4=C(N5C(C=CC=C6)=C6OC7=C5C=CC=C7)C=CC8=C34)C8=N9)C9=C(C=CC=N%10)C%10=C1N=CC=C2
218,APPT-BPXZ,"7-(acenaphtho[1',2':5,6]pyrazino[2,3-f][1,10]phenanthrolin-12-yl)-7H-benzo[c]phenoxazine",C12=C(N=C(C3=CC=CC4=C(N5C(C=CC=C6)=C6OC7=C5C=CC8=C7C=CC=C8)C=CC9=C34)C9=N%10)C%10=C(C=CC=N%11)C%11=C1N=CC=C2
219,DMAC-SFIP,"N-(2-(9,9-dimethylacridin-10(9H)-yl)-5-oxido-5l4-dibenzo[b,d]thiophen-5-ylidene)-P,P-diphenylphosphinic amide",O=S1(C(C=CC(N2C(C=CC=C3)=C3C(C)(C)C4=C2C=CC=C4)=C5)=C5C6=C1C=CC=C6)=NP(C7=CC=CC=C7)(C8=CC=CC=C8)=O
220,DMAC-SFIC,"N-(2-(9,9-dimethylacridin-10(9H)-yl)-5-oxido-5l4-dibenzo[b,d]thiophen-5-ylidene)benzamide",O=S1(C(C=CC(N2C(C=CC=C3)=C3C(C)(C)C4=C2C=CC=C4)=C5)=C5C6=C1C=CC=C6)=NC(C7=CC=CC=C7)=O
221,DMAC-SFIS,"N-(2-(9,9-dimethylacridin-10(9H)-yl)-5-oxido-5l4-dibenzo[b,d]thiophen-5-ylidene)benzenesulfonamide",O=S1(C(C=CC(N2C(C=CC=C3)=C3C(C)(C)C4=C2C=CC=C4)=C5)=C5C6=C1C=CC=C6)=NS(C7=CC=CC=C7)(=O)=O
222,DCz-DPPZ,"11,12-di(9H-carbazol-9-yl)dipyrido[3,2-a:2',3'-c]phenazine",C12=C(N=C(C=C(N3C(C=CC=C4)=C4C5=C3C=CC=C5)C(N6C(C=CC=C7)=C7C8=C6C=CC=C8)=C9)C9=N%10)C%10=C(C=CC=N%11)C%11=C1N=CC=C2
223,DDPhCz-DPPZ,"11,12-bis(3,6-diphenyl-9H-carbazol-9-yl)dipyrido[3,2-a:2',3'-c]phenazine",C12=C(N=C(C=C(N3C(C=CC(C4=CC=CC=C4)=C5)=C5C6=C3C=CC(C7=CC=CC=C7)=C6)C(N8C(C=CC(C9=CC=CC=C9)=C%10)=C%10C%11=C8C=CC(C%12=CC=CC=C%12)=C%11)=C%13)C%13=N%14)C%14=C(C=CC=N%15)C%15=C1N=CC=C2
224,3CP-DPS-PXZ,10-(4-((9-phenyl-9H-carbazol-3-yl)sulfonyl)phenyl)-10H-phenoxazine,O=S(C1=CC2=C(C=C1)N(C3=CC=CC=C3)C4=C2C=CC=C4)(C5=CC=C(N6C(C=CC=C7)=C7OC8=C6C=CC=C8)C=C5)=O
225,3CP-DPS-DMAC,"9,9-dimethyl-10-(4-((9-phenyl-9H-carbazol-3-yl)sulfonyl)phenyl)-9,10-dihydroacridine",O=S(C1=CC2=C(C=C1)N(C3=CC=CC=C3)C4=C2C=CC=C4)(C5=CC=C(N6C(C=CC=C7)=C7C(C)(C)C8=C6C=CC=C8)C=C5)=O
226,DTXO-PhCz4,"4,4'-(9-phenyl-9H-carbazole-3,6-diyl)bis(9H-thioxanthen-9-one 10,10-dioxide)",O=C(C(C=CC=C1C2=CC(C(C=C(C3=CC=CC(C(C4=C5C=CC=C4)=O)=C3S5(=O)=O)C=C6)=C6N7C8=CC=CC=C8)=C7C=C2)=C1S9(=O)=O)C%10=C9C=CC=C%10
227,DTXO-TPA4,"4,4'-((phenylazanediyl)bis(4,1-phenylene))bis(9H-thioxanthen-9-one 10,10-dioxide)",O=C(C(C=CC=C1C2=CC=C(N(C3=CC=CC=C3)C4=CC=C(C5=CC=CC(C(C6=C7C=CC=C6)=O)=C5S7(=O)=O)C=C4)C=C2)=C1S8(=O)=O)C9=C8C=CC=C9
228,DTXO-PhCz2,"1,1'-(9-phenyl-9H-carbazole-3,6-diyl)bis(9H-thioxanthen-9-one 10,10-dioxide)",O=C1C2=C(C=CC=C2C3=CC(C(C=C(C4=CC=CC(S(C5=C6C=CC=C5)(=O)=O)=C4C6=O)C=C7)=C7N8C9=CC=CC=C9)=C8C=C3)S(C%10=C1C=CC=C%10)(=O)=O
229,DTXO-TPA2,"1,1'-((phenylazanediyl)bis(4,1-phenylene))bis(9H-thioxanthen-9-one 10,10-dioxide)",O=C1C2=C(C=CC=C2)S(C3=C1C(C(C=C4)=CC=C4N(C5=CC=CC=C5)C(C=C6)=CC=C6C7=CC=CC8=C7C(C9=C(S8(=O)=O)C=CC=C9)=O)=CC=C3)(=O)=O
230,B-2PTZ,"10,10'-(4'-(dimesitylboraneyl)-[1,1'-biphenyl]-3,5-diyl)bis(10H-phenothiazine)",CC1=CC(C)=CC(C)=C1B(C2=CC=C(C3=CC(N4C(C=CC=C5)=C5SC6=C4C=CC=C6)=CC(N7C(C=CC=C8)=C8SC9=C7C=CC=C9)=C3)C=C2)C%10=C(C)C=C(C)C=C%10C
231,B-2PXZ,"10,10'-(5-(dimesitylboraneyl)-1,3-phenylene)bis(10H-phenoxazine)",CC1=CC(C)=CC(C)=C1B(C2=CC(N3C(C=CC=C4)=C4OC5=C3C=CC=C5)=CC(N6C(C=CC=C7)=C7OC8=C6C=CC=C8)=C2)C9=C(C)C=C(C)C=C9C
232,B-2DMAC,"10,10'-(5-(dimesitylboraneyl)-1,3-phenylene)bis(9,9-dimethyl-9,10-dihydroacridine)",CC1=CC(C)=CC(C)=C1B(C2=CC(N3C(C=CC=C4)=C4C(C)(C)C5=C3C=CC=C5)=CC(N6C(C=CC=C7)=C7C(C)(C)C8=C6C=CC=C8)=C2)C9=C(C)C=C(C)C=C9C
233,BuCz-TRZ,"3,6-di-tert-butyl-9-(4-(4,6-diphenyl-1,3,5-triazin-2-yl)phenyl)-9H-carbazole",CC(C)(C)C(C=C1)=CC2=C1N(C3=C2C=C(C(C)(C)C)C=C3)C(C=C4)=CC=C4C5=NC(C6=CC=CC=C6)=NC(C7=CC=CC=C7)=N5
234,PhBuCz-TRZ,"3,6-di-tert-butyl-9-(4-(4,6-diphenyl-1,3,5-triazin-2-yl)phenyl)-1-phenyl-9H-carbazole",CC(C)(C)C1=CC(C2=C3C=CC(C(C)(C)C)=C2)=C(C(C4=CC=CC=C4)=C1)N3C(C=C5)=CC=C5C6=NC(C7=CC=CC=C7)=NC(C8=CC=CC=C8)=N6
235,BuCz-MeTRZ,"9-(4-(4,6-diphenyl-1,3,5-triazin-2-yl)-2-methylphenyl)-3,6-diisopropyl-9H-carbazole",CC1=C(N2C(C=CC(C(C)C)=C3)=C3C4=C2C=CC(C(C)C)=C4)C=CC(C5=NC(C6=CC=CC=C6)=NC(C7=CC=CC=C7)=N5)=C1
236,PyBuCz-MeTRZ,"9-(4-(4,6-diphenyl-1,3,5-triazin-2-yl)phenyl)-3,6-diisopropyl-1-(pyridin-3-yl)-9H-carbazole",CC(C)C1=CC(C2=C3C=CC(C(C)C)=C2)=C(C(C4=CN=CC=C4)=C1)N3C(C=C5)=CC=C5C6=NC(C7=CC=CC=C7)=NC(C8=CC=CC=C8)=N6
237,CNBuCz-TRZ,"9-(4-(4,6-diphenyl-1,3,5-triazin-2-yl)phenyl)-3,6-diisopropyl-9H-carbazole-1-carbonitrile",CC(C)C1=CC(C2=C3C=CC(C(C)C)=C2)=C(C(C#N)=C1)N3C(C=C4)=CC=C4C5=NC(C6=CC=CC=C6)=NC(C7=CC=CC=C7)=N5
238,PyBuCz-MeTRZ,"9-(4-(4,6-diphenyl-1,3,5-triazin-2-yl)-2-methylphenyl)-3,6-diisopropyl-1-(pyridin-3-yl)-9H-carbazole",CC(C)C1=CC(C2=C3C=CC(C(C)C)=C2)=C(C(C4=CN=CC=C4)=C1)N3C(C(C)=C5)=CC=C5C6=NC(C7=CC=CC=C7)=NC(C8=CC=CC=C8)=N6
239,3CzPhCN-O-Cz,"2',4',6'-tris(4-(4-(9H-carbazol-9-yl)butoxy)-9H-carbazol-9-yl)-[1,1'-biphenyl]-4-carbonitrile",N#CC(C=C1)=CC=C1C2=C(N(C3=C4C=CC=C3)C5=C4C(OCCCCN6C7=C(C=CC=C7)C8=CC=CC=C86)=CC=C5)C=C(N(C9=C%10C=CC=C9)C%11=C%10C(OCCCCN%12C%13=C(C=CC=C%13)C%14=CC=CC=C%14%12)=CC=C%11)C=C2N(C%15=C%16C=CC=C%15)C%17=C%16C(OCCCCN%18C%19=C(C=CC=C%19)C%20=CC=CC=C%20%18)=CC=C%17
240,3CzPhCN-O-Cz,"4,4''-bis(4-(4-(9H-carbazol-9-yl)butoxy)-9H-carbazol-9-yl)-5'-(4-(4-(4-(9H-carbazol-9-yl)butoxy)-9H-carbazol-9-yl)phenyl)-[1,1':3',1''-terphenyl]-2'-carbonitrile",N#CC1=C(C(C=C2)=CC=C2N(C3=C4C=CC=C3)C5=C4C(OCCCCN6C7=C(C=CC=C7)C8=CC=CC=C86)=CC=C5)C=C(C(C=C9)=CC=C9N(C%10=C%11C=CC=C%10)C%12=C%11C(OCCCCN%13C%14=C(C=CC=C%14)C%15=CC=CC=C%15%13)=CC=C%12)C=C1C(C=C%16)=CC=C%16N(C%17=C%18C=CC=C%17)C%19=C%18C(OCCCCN%20C%21=C(C=CC=C%21)C%22=CC=CC=C%22%20)=CC=C%19
241,2BTPA-INN,"3,5-bis(4-(di([1,1'-biphenyl]-4-yl)amino)phenyl)isonicotinonitrile",N#CC1=C(C2=CC=C(N(C3=CC=C(C4=CC=CC=C4)C=C3)C5=CC=C(C6=CC=CC=C6)C=C5)C=C2)C=NC=C1C(C=C7)=CC=C7N(C8=CC=C(C9=CC=CC=C9)C=C8)C%10=CC=C(C%11=CC=CC=C%11)C=C%10
242,3CzCN-DV,"(3M,5P,6s)-2,4,6-tri(9H-carbazol-9-yl)-3,5-bis(4-(4-vinylbenzyl)-9H-carbazol-9-yl)benzonitrile",C=CC(C=C1)=CC=C1CC2=CC=CC3=C2C4=C(C=CC=C4)N3[C@]5=C(N6C(C=CC=C7)=C7C8=C6C=CC=C8)[C@](N9C(C=CC=C%10CC%11=CC=C(C=C)C=C%11)=C%10C%12=C9C=CC=C%12)=C([N@]%13C(C=CC=C%14)=C%14C%15=C%13C=CC=C%15)C(C#N)=C5N%16C(C=CC=C%17)=C%17C%18=C%16C=CC=C%18
243,3CzCN-O-DV,"(3M,5M,6s)-2,4,6-tri(9H-carbazol-9-yl)-3-(4-(4-(4-((4-vinylbenzyl)oxy)-9H-carbazol-9-yl)butoxy)-9H-carbazol-9-yl)-5-(4-((5-(4-((4-vinylbenzyl)oxy)-9H-carbazol-9-yl)pentyl)oxy)-9H-carbazol-9-yl)benzonitrile",C=CC(C=C1)=CC=C1COC2=CC=CC3=C2C4=C(C=CC=C4)N3CCCCOC5=CC=CC6=C5C7=C(C=CC=C7)N6[C@]8=C(N9C(C=CC=C%10)=C%10C%11=C9C=CC=C%11)[C@](N%12C(C=CC=C%13)=C%13C%14=C%12C=CC=C%14OCCCCCN%15C(C=CC=C%16)=C%16C%17=C%15C=CC=C%17OCC%18=CC=C(C=C)C=C%18)=C([N@]%19C(C=CC=C%20)=C%20C%21=C%19C=CC=C%21)C(C#N)=C8N%22C(C=CC=C%23)=C%23C%24=C%22C=CC=C%24
244,4-Ac,"2,7-di-tert-butyl-9,9-dimethyl-10-(4-(trifluoromethyl)phenyl)-9,10-dihydroacridine",CC(C)(C)C(C=C1)=CC2=C1N(C(C=CC(C(C)(C)C)=C3)=C3C2(C)C)C4=CC=C(C(F)(F)F)C=C4
245,2-Ac,"2,7-di-tert-butyl-9,9-dimethyl-10-(2-(trifluoromethyl)phenyl)-9,10-dihydroacridine",CC(C)(C)C(C=C1)=CC2=C1N(C(C=CC(C(C)(C)C)=C3)=C3C2(C)C)C4=C(C(F)(F)F)C=CC=C4
246,PhQLPXZ,"10-(2,4-diphenylquinolin-6-yl)-10H-phenoxazine",C1(C2=NC(C=CC(N3C(C=CC=C4)=C4OC5=C3C=CC=C5)=C6)=C6C(C7=CC=CC=C7)=C2)=CC=CC=C1
247,DACQ,"N3,N3,N6,N6-tetraphenyl-9-(4-(quinoxalin-2-yl)phenyl)-9H-carbazole-3,6-diamine",C1(N(C2=CC(C(C=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C5)=C5N6C7=CC=C(C8=NC(C=CC=C9)=C9N=C8)C=C7)=C6C=C2)C%10=CC=CC=C%10)=CC=CC=C1
248,PXZQ,10-(4-(quinoxalin-2-yl)phenyl)-10H-phenoxazine,C12=CC=CC=C1N(C3=CC=C(C4=NC(C=CC=C5)=C5N=C4)C=C3)C6=C(C=CC=C6)O2
249,PXZ-ICO,3-(4-(10H-phenoxazin-10-yl)phenyl)-6-(10H-phenoxazin-10-yl)-1H-isochromen-1-one,O=C1OC(C2=CC=C(N3C(C=CC=C4)=C4OC5=C3C=CC=C5)C=C2)=CC6=C1C=CC(N7C8=C(C=CC=C8)OC9=CC=CC=C97)=C6
250,DMAC-FO,"3,6-bis(9,9-dimethylacridin-10(9H)-yl)-9H-fluoren-9-one",CC(C1=C2C=CC=C1)(C)C3=C(C=CC=C3)N2C(C=C4)=CC(C5=C6C=CC(N7C8=C(C=CC=C8)C(C)(C)C9=C7C=CC=C9)=C5)=C4C6=O
