,nickname,name.compound,name.smiles
403,FTAT-MBO,None,CC1=CC(B2C(C=C(C)C=C3)=C3O4)=C(C=C1)OC5=C2C4=CC(N(C6=C7C=CC=C6)C8=C7C9=C(C%10=C8C%11=C%12N%10C%13=CC=CC=C%13C(C%14=CC=CC=C%14)(C%15=CC=CC=C%15)C%12=CC=C%11)C%16=C%17N9C(C=CC=C%18)=C%18C(C%19=CC=CC=C%19)(C%20=CC=CC=C%20)C%17=CC=C%16)=C5
404,NyDPAc,"2,6-bis(4-(9,9-dimethylacridin-10(9H)-yl)phenyl)-1,5-naphthyridine",CC(C1=C2C=CC=C1)(C)C3=C(C=CC=C3)N2C(C=C4)=CC=C4C5=NC6=CC=C(C7=CC=C(N8C(C=CC=C9)=C9C(C)(C)C%10=C8C=CC=C%10)C=C7)N=C6C=C5
405,TXSA,"10-(4-(4,6-diphenyl-1,3,5-triazin-2-yl)-2,5-dimethylphenyl)-2',3'-dihydro-10H-spiro[acridine-9,1'-indene]",CC1=C(N2C(C=CC=C3)=C3C4(C(C=CC=C5)=C5C6=C4C=CC=C6)C7=C2C=CC=C7)C=C(C)C(C8=NC(C9=CC=CC=C9)=NC(C%10=CC=CC=C%10)=N8)=C1
406,TTSA,"10-(4-(4,6-diphenyl-1,3,5-triazin-2-yl)-2-methylphenyl)-10H-spiro[acridine-9,9'-fluorene]",CC1=C(N2C(C=CC=C3)=C3C4(C(C=CC=C5)=C5C6=C4C=CC=C6)C7=C2C=CC=C7)C=CC(C8=NC(C9=CC=CC=C9)=NC(C%10=CC=CC=C%10)=N8)=C1
407,PTZ-2PTO,"10-phenyl-10H-[2,10'-biphenothiazine] 5,5-dioxide",O=S1(C(C=CC=C2)=C2N(C3=CC=CC=C3)C4=C1C=CC(N5C(C=CC=C6)=C6SC7=C5C=CC=C7)=C4)=O
408,PTZ-AD,3-(10H-phenothiazin-10-yl)-10-phenylacridin-9(10H)-one,O=C1C2=C(C=C(N3C(C=CC=C4)=C4SC5=C3C=CC=C5)C=C2)N(C6=CC=CC=C6)C7=C1C=CC=C7
409,PhAI-Cz,"4-(4-(9H-carbazol-9-yl)phenyl)-2-phenylisoindoline-1,3-dione",O=C1N(C2=CC=CC=C2)C(C3=C1C(C4=CC=C(N5C(C=CC=C6)=C6C7=C5C=CC=C7)C=C4)=CC=C3)=O
410,PhAI-Oz,"4-(4-(10H-phenoxazin-10-yl)phenyl)-2-phenylisoindoline-1,3-dione",O=C1N(C2=CC=CC=C2)C(C3=C1C(C4=CC=C(N5C(C=CC=C6)=C6OC7=C5C=CC=C7)C=C4)=CC=C3)=O
411,PhAI-Tz,"4-(4-(10H-phenothiazin-10-yl)phenyl)-2-phenylisoindoline-1,3-dione",O=C1N(C2=CC=CC=C2)C(C3=C1C(C4=CC=C(N5C(C=CC=C6)=C6SC7=C5C=CC=C7)C=C4)=CC=C3)=O
412,PhAI-Ad,"4-(4-(9,9-dimethylacridin-10(9H)-yl)phenyl)-2-phenylisoindoline-1,3-dione",O=C1N(C2=CC=CC=C2)C(C3=C1C(C4=CC=C(N5C(C=CC=C6)=C6C(C)(C)C7=C5C=CC=C7)C=C4)=CC=C3)=O
413,QD-TPA,"6,9-bis(4-(diphenylamino)phenyl)-1,11,11-trimethyl-1,2,3,4-tetrahydro-1,4-methanophenazine-7,8-dicarbonitrile",CC1(C2(C)C)C3=NC4=C(C5=CC=C(N(C6=CC=CC=C6)C7=CC=CC=C7)C=C5)C(C#N)=C(C#N)C(C8=CC=C(N(C9=CC=CC=C9)C%10=CC=CC=C%10)C=C8)=C4N=C3C2([H])CC1
414,QD-CP,"6,9-bis(4-(9H-carbazol-9-yl)phenyl)-1,11,11-trimethyl-1,2,3,4-tetrahydro-1,4-methanophenazine-7,8-dicarbonitrile",CC1(C2(C)C)C3=NC4=C(C5=CC=C(N(C6=CC=CC=C67)C8=C7C=CC=C8)C=C5)C(C#N)=C(C#N)C(C9=CC=C(N(C%10=CC=CC=C%10%11)C%12=C%11C=CC=C%12)C=C9)=C4N=C3C2([H])CC1
415,pBCz,"9-(2,4-diphenylquinazolin-6-yl)-9'-phenyl-9H,9'H-3,3'-bicarbazole",N1(C2=CC(C(C3=CC=CC=C3)=NC(C4=CC=CC=C4)=N5)=C5C=C2)C(C=CC=C6)=C6C7=C1C=CC(C8=CC=C(N(C9=CC=CC=C9)C%10=C%11C=CC=C%10)C%11=C8)=C7
416,oBCz-Qz,"9-(2,4-diphenylquinazolin-6-yl)-9'-phenyl-9H,9'H-1,3'-bicarbazole",N1(C2=CC=C(N=C(C3=CC=CC=C3)N=C4C5=CC=CC=C5)C4=C2)C(C=CC=C6)=C6C7=C1C(C8=CC(C(C=CC=C9)=C9N%10C%11=CC=CC=C%11)=C%10C=C8)=CC=C7
417,Cz-Trz-CN,"3'-(4-(2-(9H-carbazol-9-yl)phenyl)-6-phenyl-1,3,5-triazin-2-yl)-[1,1'-biphenyl]-4-carbonitrile",N#CC(C=C1)=CC=C1C2=CC=CC(C3=NC(C4=CC=CC=C4)=NC(C5=CC=CC=C5N6C(C=CC=C7)=C7C8=C6C=CC=C8)=N3)=C2
418,2NSO-DMAC,"(R)-3-(4-(9,9-dimethylacridin-10(9H)-yl)phenyl)-1-phenylbenzo[e][1,2,4]thiadiazine 1-oxide",CC(C1=C2C=CC=C1)(C)C3=C(C=CC=C3)N2C4=CC=C(C(N=5)=NC6=C(C=CC=C6)[S@@]5(C7=CC=CC=C7)=O)C=C4
419,Cy3-TrzCz,"6'-(4-(3-((6-((3-ethyloxetan-3-yl)methoxy)hexyl)oxy)-9H-carbazol-9-yl)phenyl)spiro[fluorene-9,12'-6,10,14,18-tetraoxa-1,5(9,4)-dicarbazola-3(2,4)-triazina-2,4,11,13(1,4)-tetrabenzenacyclooctadecaphane]",CCC1(COC1)COCCCCCCOC2=CC(C3=C4C=CC=C3)=C(C=C2)N4C5=CC=C(C6=NC(C7=CC=C(N8C(C=CC=C9OCCCOC(C=C%10)=CC=C%10C%11%12C(C=CC=C%13)=C%13C%14=C%12C=CC=C%14)=C9C%15=C8C=CC=C%15)C=C7)=NC(C%16=CC=C(N%17C(C=CC=C%18)=C%18C%19=C%17C=CC=C%19OCCCOC%20=CC=C%11C=C%20)C=C%16)=N6)C=C5
420,Cy6-TrzCz,"6'-(4-(3-((6-((3-ethyloxetan-3-yl)methoxy)hexyl)oxy)-9H-carbazol-9-yl)phenyl)spiro[fluorene-9,15'-6,13,17,24-tetraoxa-1,5(9,4)-dicarbazola-3(2,4)-triazina-2,4,14,16(1,4)-tetrabenzenacyclotetracosaphane]",CCC1(COC1)COCCCCCCOC2=CC(C3=C4C=CC=C3)=C(C=C2)N4C5=CC=C(C6=NC(C7=CC=C(N8C(C=CC=C9OCCCCCCOC(C=C%10)=CC=C%10C%11%12C(C=CC=C%13)=C%13C%14=C%12C=CC=C%14)=C9C%15=C8C=CC=C%15)C=C7)=NC(C%16=CC=C(N%17C(C=CC=C%18)=C%18C%19=C%17C=CC=C%19OCCCCCCOC%20=CC=C%11C=C%20)C=C%16)=N6)C=C5
421,Cy10-TrzCz,"6'-(4-(3-((6-((3-ethyloxetan-3-yl)methoxy)hexyl)oxy)-9H-carbazol-9-yl)phenyl)spiro[fluorene-9,18'-6,16,20,31-tetraoxa-1,5(9,4)-dicarbazola-3(2,4)-triazina-2,4,17,19(1,4)-tetrabenzenacyclohentriacontaphane]",CCC1(COC1)COCCCCCCOC2=CC(C3=C4C=CC=C3)=C(C=C2)N4C5=CC=C(C6=NC(C7=CC=C(N8C(C=CC=C9OCCCCCCCCCCOC(C=C%10)=CC=C%10C%11%12C(C=CC=C%13)=C%13C%14=C%12C=CC=C%14)=C9C%15=C8C=CC=C%15)C=C7)=NC(C%16=CC=C(N%17C(C=CC=C%18)=C%18C%19=C%17C=CC=C%19OCCCCCCCCCOC%20=CC=C%11C=C%20)C=C%16)=N6)C=C5
422,(rac)-ImTCBN,"6,6'-bis(3,6-di-tert-butyl-9H-fluoren-9-yl)-4,4'-di(1H-imidazol-1-yl)-[1,1'-biphenyl]-2,2'-dicarbonitrile",CC(C)(C)C(C=C1)=CC2=C1C(C3=C2C=C(C(C)(C)C)C=C3)C4=CC(N5C=NC=C5)=CC(C#N)=C4C6=C(C#N)C=C(N7C=NC=C7)C=C6C8C(C=CC(C(C)(C)C)=C9)=C9C%10=C8C=CC(C(C)(C)C)=C%10
423,F-XT-TPA-BP,"1'-(4-(diphenylamino)phenyl)-8'-fluoro-4'-methyl-10H-spiro[anthracene-9,9'-xanthen]-10-one",O=C(C1=C2C=CC=C1)C3=C(C=CC=C3)C42C5=C(C=CC=C5F)OC6=C4C(C7=CC=C(N(C8=CC=CC=C8)C9=CC=CC=C9)C=C7)=CC=C6C
424,CF3-XT-TPA-BP,"1'-(4-(diphenylamino)phenyl)-4'-methyl-6'-(trifluoromethyl)-10H-spiro[anthracene-9,9'-xanthen]-10-one",O=C(C1=C2C=CC=C1)C3=C(C=CC=C3)C42C5=C(C=C(C(F)(F)F)C=C5)OC6=C4C(C7=CC=C(N(C8=CC=CC=C8)C9=CC=CC=C9)C=C7)=CC=C6C
425,XT-TPA-BP,"1'-(4-(diphenylamino)phenyl)-4'-methyl-10H-spiro[anthracene-9,9'-xanthen]-10-one",O=C(C1=C2C=CC=C1)C3=C(C=CC=C3)C42C5=C(C=CC=C5)OC6=C4C(C7=CC=C(N(C8=CC=CC=C8)C9=CC=CC=C9)C=C7)=CC=C6C
426,Trz-S-Cz,"9-(4-((4-(4,6-diphenyl-1,3,5-triazin-2-yl)phenyl)thio)phenyl)-9H-carbazole",C1(C2=NC(C3=CC=CC=C3)=NC(C4=CC=CC=C4)=N2)=CC=C(SC5=CC=C(N6C(C=CC=C7)=C7C8=C6C=CC=C8)C=C5)C=C1
427,Trz-S-tBuCz,"3,6-di-tert-butyl-9-(4-((4-(4,6-diphenyl-1,3,5-triazin-2-yl)phenyl)thio)phenyl)-9H-carbazole",CC(C)(C)C(C=C1)=CC2=C1N(C3=C2C=C(C(C)(C)C)C=C3)C(C=C4)=CC=C4SC5=CC=C(C6=NC(C7=CC=CC=C7)=NC(C8=CC=CC=C8)=N6)C=C5
428,Trz-SO2-Cz,"9-(4-((4-(4,6-diphenyl-1,3,5-triazin-2-yl)phenyl)sulfonyl)phenyl)-9H-carbazole",O=S(C1=CC=C(C2=NC(C3=CC=CC=C3)=NC(C4=CC=CC=C4)=N2)C=C1)(C5=CC=C(N6C(C=CC=C7)=C7C8=C6C=CC=C8)C=C5)=O
429,Trz-SO2-tBuCz,"3,6-di-tert-butyl-9-(4-((4-(4,6-diphenyl-1,3,5-triazin-2-yl)phenyl)sulfonyl)phenyl)-9H-carbazole",CC(C)(C)C(C=C1)=CC2=C1N(C3=C2C=C(C(C)(C)C)C=C3)C(C=C4)=CC=C4S(C5=CC=C(C6=NC(C7=CC=CC=C7)=NC(C8=CC=CC=C8)=N6)C=C5)(=O)=O
430,QAO-PhIDA,"3,11-di-tert-butyl-7-(8,8-diphenyl-8H-indolo[3,2,1-de]acridin-10-yl)quinolino[3,2,1-de]acridine-5,9-dione",CC(C)(C)C1=CC(C2=O)=C(C=C1)N3C4=C(C=C(C(C)(C)C)C=C4)C(C5=CC(C6=CC(C(C7=CC=CC=C7)(C8=CC=CC=C8)C(C=CC=C9%10)=C9N%11C%12=C%10C=CC=C%12)=C%11C=C6)=CC2=C53)=O
431,DNAI-pPh,"2-(4-(tert-butyl)phenyl)-6-(2-(4-(10-(2-(4-isopropylphenyl)-1,3-dioxo-2,3-dihydro-1H-benzo[de]isoquinolin-6-yl)-9,9-dimethyl-9,10-dihydroacridin-2-yl)phenyl)-9,9-dimethylacridin-10(9H)-yl)-1H-benzo[de]isoquinoline-1,3(2H)-dione",O=C(N1C2=CC=C(C(C)(C)C)C=C2)C(C3=C4C=CC=C3C1=O)=CC=C4N(C(C=CC=C5)=C5C6(C)C)C7=C6C=C(C8=CC=C(C9=CC(C(C)(C)C(C=CC=C%10)=C%10N%11C%12=C(C=CC=C%13C(N(C%14=CC=C(C(C)C)C=C%14)C%15=O)=O)C%13=C%15C=C%12)=C%11C=C9)C=C8)C=C7
432,DANI-mPh,"2-(4-(tert-butyl)phenyl)-6-(2-(3-(10-(2-(4-isopropylphenyl)-1,3-dioxo-2,3-dihydro-1H-benzo[de]isoquinolin-6-yl)-9,9-dimethyl-9,10-dihydroacridin-2-yl)phenyl)-9,9-dimethylacridin-10(9H)-yl)-1H-benzo[de]isoquinoline-1,3(2H)-dione",O=C(N1C2=CC=C(C(C)(C)C)C=C2)C(C3=C4C=CC=C3C1=O)=CC=C4N(C(C=CC=C5)=C5C6(C)C)C7=C6C=C(C8=CC=CC(C9=CC(C(C)(C)C(C=CC=C%10)=C%10N%11C%12=C(C=CC=C%13C(N(C%14=CC=C(C(C)C)C=C%14)C%15=O)=O)C%13=C%15C=C%12)=C%11C=C9)=C8)C=C7
433,TNAI-mPh,"6,6'-((5-(10-(2-(4-isopropylphenyl)-1,3-dioxo-2,3-dihydro-1H-benzo[de]isoquinolin-6-yl)-9,9-dimethyl-9,10-dihydroacridin-2-yl)-1,3-phenylene)bis(9,9-dimethylacridine-2,10(9H)-diyl))bis(2-(4-(tert-butyl)phenyl)-1H-benzo[de]isoquinoline-1,3(2H)-dione)",O=C(N1C2=CC=C(C(C)(C)C)C=C2)C(C3=C4C=CC=C3C1=O)=CC=C4N(C(C=CC=C5)=C5C6(C)C)C7=C6C=C(C8=CC(C9=CC=C(N(C%10=CC=C(C(N%11C%12=CC=C(C(C)(C)C)C=C%12)=O)C%13=C%10C=CC=C%13C%11=O)C(C=CC=C%14)=C%14C%15(C)C)C%15=C9)=CC(C%16=CC(C(C)(C)C(C=CC=C%17)=C%17N%18C%19=C(C=CC=C%20C(N(C%21=CC=C(C(C)C)C=C%21)C%22=O)=O)C%20=C%22C=C%19)=C%18C=C%16)=C8)C=C7
434,2-(4-(10H-phenothiazin-10-yl)phenyl)quinoxaline-6-carbonitrile,2-(4-(10H-phenothiazin-10-yl)phenyl)quinoxaline-6-carbonitrile,N#CC1=CC=C(N=C(C2=CC=C(N3C(C=CC=C4)=C4SC5=C3C=CC=C5)C=C2)C=N6)C6=C1
435,2-(4-(10H-phenoxazin-10-yl)phenyl)quinoxaline-6-carbonitrile,2-(4-(10H-phenoxazin-10-yl)phenyl)quinoxaline-6-carbonitrile,N#CC1=CC=C(N=C(C2=CC=C(N3C(C=CC=C4)=C4OC5=C3C=CC=C5)C=C2)C=N6)C6=C1
436,"2-(4-(2,7-di-tert-butyl-9,9-dimethylacridin-10(9H)-yl)phenyl)quinoxaline-6-carbonitrile","2-(4-(2,7-di-tert-butyl-9,9-dimethylacridin-10(9H)-yl)phenyl)quinoxaline-6-carbonitrile",CC(C1=C2C=CC(C(C)(C)C)=C1)(C)C3=C(C=CC(C(C)(C)C)=C3)N2C(C=C4)=CC=C4C5=NC6=CC=C(C#N)C=C6N=C5
437,"2-(4-(3,6-di-tert-butyl-9H-carbazol-9-yl)phenyl)quinoxaline-6-carbonitrile","2-(4-(3,6-di-tert-butyl-9H-carbazol-9-yl)phenyl)quinoxaline-6-carbonitrile",CC(C)(C)C(C=C1)=CC2=C1N(C3=C2C=C(C(C)(C)C)C=C3)C(C=C4)=CC=C4C5=NC6=CC=C(C#N)C=C6N=C5
438,TD-2T,"4,4',4''-(dibenzo[f,h]pyrazino[2,3-b]quinoxaline-3,6,11-triyl)tris(N,N-diphenylaniline)",C1(C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)=CN=C(N=C(C(C=CC(C5=CC=C(N(C6=CC=CC=C6)C7=CC=CC=C7)C=C5)=C8)=C8C9=C%10C=CC(C%11=CC=C(N(C%12=CC=CC=C%12)C%13=CC=CC=C%13)C=C%11)=C9)C%10=N%14)C%14=N1
439,CD-2T,"4,4'-(11-(4-(9H-carbazol-9-yl)phenyl)dibenzo[f,h]pyrazino[2,3-b]quinoxaline-3,6-diyl)bis(N,N-diphenylaniline)",C1(C2=CC=C(N(C3=CC=CC=C34)C5=C4C=CC=C5)C=C2)=CN=C(N=C(C(C=CC(C6=CC=C(N(C7=CC=CC=C7)C8=CC=CC=C8)C=C6)=C9)=C9C%10=C%11C=CC(C%12=CC=C(N(C%13=CC=CC=C%13)C%14=CC=CC=C%14)C=C%12)=C%10)C%11=N%15)C%15=N1
440,TD-2C,"4-(3,6-bis(4-(9H-carbazol-9-yl)phenyl)dibenzo[f,h]pyrazino[2,3-b]quinoxalin-11-yl)-N,N-diphenylaniline",C1(C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)=CN=C(N=C(C(C=CC(C5=CC=C(N(C6=CC=CC=C67)C8=C7C=CC=C8)C=C5)=C9)=C9C%10=C%11C=CC(C%12=CC=C(N%13C%14=CC=CC=C%14C%15=C%13C=CC=C%15)C=C%12)=C%10)C%11=N%16)C%16=N1
441,tCTN,"4-(3,6-di-tert-butyl-9H-carbazol-9-yl)-3-(4,6-diphenyl-1,3,5-triazin-2-yl)benzonitrile",CC(C)(C)C(C=C1)=CC2=C1N(C3=C(C4=NC(C5=CC=CC=C5)=NC(C6=CC=CC=C6)=N4)C=C(C#N)C=C3)C7=C2C=C(C(C)(C)C)C=C7
442,PCTN,"3-(4,6-diphenyl-1,3,5-triazin-2-yl)-4-(3,6-diphenyl-9H-carbazol-9-yl)benzonitrile",N#CC(C=C1)=CC(C2=NC(C3=CC=CC=C3)=NC(C4=CC=CC=C4)=N2)=C1N5C6=C(C=C(C7=CC=CC=C7)C=C6)C8=C5C=CC(C9=CC=CC=C9)=C8
443,tMOPXZ-PAB,"N-(4-(10H-phenoxazin-10-yl)phenyl)-5,9-diphenyl-N-(2,4,5-trimethoxyphenyl)-5,9-dihydro-5,9-diaza-13b-boranaphtho[3,2,1-de]anthracen-7-amine",COC1=CC(OC)=C(OC)C=C1N(C2=CC=C(N3C(C=CC=C4)=C4OC5=C3C=CC=C5)C=C2)C6=CC(N(C7=CC=CC=C7)C8=C9C=CC=C8)=C(B9C(C=CC=C%10)=C%10N%11C%12=CC=CC=C%12)C%11=C6
444,tMePXZ-PAB,"N-(4-(10H-phenoxazin-10-yl)phenyl)-5,9-diphenyl-N-(2,4,5-trimethylphenyl)-5,9-dihydro-5,9-diaza-13b-boranaphtho[3,2,1-de]anthracen-7-amine",CC1=CC(C)=C(C)C=C1N(C2=CC=C(N3C(C=CC=C4)=C4OC5=C3C=CC=C5)C=C2)C6=CC(N(C7=CC=CC=C7)C8=C9C=CC=C8)=C(B9C(C=CC=C%10)=C%10N%11C%12=CC=CC=C%12)C%11=C6
445,m-CN-PAB,"3,3'-((5,9-diphenyl-5,9-dihydro-5,9-diaza-13b-boranaphtho[3,2,1-de]anthracen-7-yl)azanediyl)dibenzonitrile",N#CC1=CC=CC(N(C2=CC=CC(C#N)=C2)C3=CC(N(C4=CC=CC=C4)C5=C6C=CC=C5)=C(B6C(C=CC=C7)=C7N8C9=CC=CC=C9)C8=C3)=C1
446,p-CN-PAB,"4,4'-((5,9-diphenyl-5,9-dihydro-5,9-diaza-13b-boranaphtho[3,2,1-de]anthracen-7-yl)azanediyl)dibenzonitrile",N#CC(C=C1)=CC=C1N(C2=CC=C(C#N)C=C2)C3=CC(N(C4=CC=CC=C4)C5=C6C=CC=C5)=C(B6C(C=CC=C7)=C7N8C9=CC=CC=C9)C8=C3
447,(R)-QAO,"quinolino[3,2,1-de]acridine-5,9-dione",O=C(C1=C2C=CC=C1)C3=C(N2C(C=CC=C4)=C4C5=O)C5=CC=C3
448,(R)-QAO-Cz,"(12R)-12-(tert-butyl)-12-methyl-12,19b-dihydrofluorantheno[1,2-a]quinolino[3,2,1-de]acridine-10,20-dione",O=C(C1=C2C=CC=C1)C3=C(N2C(C=CC=C4)=C4C5=O)C5=CC6=C3C7C(C([C@]6(C(C)(C)C)C)=CC=C8)=C8C9=C7C=CC=C9
449,(R)-QAO-CzNCF,"(12R)-12-(tert-butyl)-12-methyl-18-(2-(trifluoromethyl)pyridin-4-yl)-12,19b-dihydrofluorantheno[1,2-a]quinolino[3,2,1-de]acridine-10,20-dione",O=C(C1=C2C=CC=C1)C3=C(N2C(C=CC=C4)=C4C5=O)C5=CC6=C3C7C(C([C@]6(C(C)(C)C)C)=CC=C8)=C8C9=C7C=C(C%10=CC(C(F)(F)F)=NC=C%10)C=C9
450,BCzBN-PO,"2,5,8,11-tetra-tert-butyl-16-phenyl-3a2,13b-diaza-16-phospha-6b-boraacenaphtho[1,2,3,4,5-pqrst]indeno[1,2,3-de]pentaphene 16-oxide",CC(C)(C)C(C=C1C2=C3C=CC(C(C)(C)C)=C2)=CC4=C1N3C5=CC=C(P6(C7=CC=CC=C7)=O)C8=C5B4C9=C%10N8C%11=C6C=C(C(C)(C)C)C=C%11C%10=CC(C(C)(C)C)=C9
451,BCzBN-PS,"2,5,8,11-tetra-tert-butyl-16-phenyl-3a2,13b-diaza-16-phospha-6b-boraacenaphtho[1,2,3,4,5-pqrst]indeno[1,2,3-de]pentaphene 16-sulfide",CC(C)(C)C(C=C1C2=C3C=CC(C(C)(C)C)=C2)=CC4=C1N3C5=CC=C(P6(C7=CC=CC=C7)=S)C8=C5B4C9=C%10N8C%11=C6C=C(C(C)(C)C)C=C%11C%10=CC(C(C)(C)C)=C9
452,BCzBN,None,CC(C)(C)C(C=C1C2=C3C=CC(C(C)(C)C)=C2)=CC4=C1N3C5=CC=CC6=C5B4C7=C8N6C9=CC=C(C(C)(C)C)C=C9C8=CC(C(C)(C)C)=C7
453,BO-QAD,"1-(2,12-di-tert-butyl-5,9-dioxa-13b-boranaphtho[3,2,1-de]anthracen-7-yl)quinolino[3,2,1-de]acridine-5,9-dione",CC(C)(C)C(C=C1)=CC2=C1OC3=CC(C4=C(N(C(C=CC=C5)=C5C6=O)C(C6=CC=C7)=C7C8=O)C8=CC=C4)=CC9=C3B2C%10=C(C=CC(C(C)(C)C)=C%10)O9
454,BO-QAD:DMAC-DPS,"1-(2,12-di-tert-butyl-5,9-dioxa-13b-boranaphtho[3,2,1-de]anthracen-7-yl)quinolino[3,2,1-de]acridine-5,9-dione",CC(C)(C)C(C=C1)=CC2=C1OC3=CC(C4=C(N(C(C=CC=C5)=C5C6=O)C(C6=CC=C7)=C7C8=O)C8=CC=C4)=CC9=C3B2C%10=C(C=CC(C(C)(C)C)=C%10)O9
455,BO-QAS:TCTA,"1-(2,12-di-tert-butyl-5,9-dioxa-13b-boranaphtho[3,2,1-de]anthracen-7-yl)quinolino[3,2,1-de]acridine-5,9-dione",CC(C)(C)C(C=C1)=CC2=C1OC3=CC(C4=C(N(C(C=CC=C5)=C5C6=O)C(C6=CC=C7)=C7C8=O)C8=CC=C4)=CC9=C3B2C%10=C(C=CC(C(C)(C)C)=C%10)O9
456,BO-QAD:TAPC,"1-(2,12-di-tert-butyl-5,9-dioxa-13b-boranaphtho[3,2,1-de]anthracen-7-yl)quinolino[3,2,1-de]acridine-5,9-dione",CC(C)(C)C(C=C1)=CC2=C1OC3=CC(C4=C(N(C(C=CC=C5)=C5C6=O)C(C6=CC=C7)=C7C8=O)C8=CC=C4)=CC9=C3B2C%10=C(C=CC(C(C)(C)C)=C%10)O9
457,BO-QAD:m-MTDATA,"1-(2,12-di-tert-butyl-5,9-dioxa-13b-boranaphtho[3,2,1-de]anthracen-7-yl)quinolino[3,2,1-de]acridine-5,9-dione",CC(C)(C)C(C=C1)=CC2=C1OC3=CC(C4=C(N(C(C=CC=C5)=C5C6=O)C(C6=CC=C7)=C7C8=O)C8=CC=C4)=CC9=C3B2C%10=C(C=CC(C(C)(C)C)=C%10)O9
458,N2SOBN,None,CC(C)(C)C(C=C1C2=C3C=CC=C2)=CC4=C1N3C5=CC(C6=CC=C(C7=N[S@](C(C=CC=C8)C8=N7)(C9=CC=CC=C9)=O)C=C6)=CC%10=C5B4C%11=C%12N%10C%13=CC=CC=C%13C%12=CC(C(C)(C)C)=C%11
459,TA-TPA,"14-(4-(bis(4-(tert-butyl)phenyl)amino)phenyl)benzo[4,5]thieno[3,2-a]benzo[4,5]thieno[2,3-c]phenazine-13-carbonitrile",CC(C)(C)C(C=C1)=CC=C1N(C2=CC=C(C(C)(C)C)C=C2)C3=CC=C(C4=CC5=NC(C(C(C=CC=C6)=C6S7)=C7C8=C9C%10=C(C=CC=C%10)S8)=C9N=C5C=C4C#N)C=C3
460,TA-tBu-TPA,"14-(4-(bis(4-(tert-butyl)phenyl)amino)phenyl)-2,9-di-tert-butylbenzo[4,5]thieno[3,2-a]benzo[4,5]thieno[2,3-c]phenazine-13-carbonitrile",CC(C)(C)C(C=C1)=CC=C1N(C2=CC=C(C(C)(C)C)C=C2)C3=CC=C(C4=CC5=NC(C(C(C=C(C(C)(C)C)C=C6)=C6S7)=C7C8=C9C%10=C(C=CC(C(C)(C)C)=C%10)S8)=C9N=C5C=C4C#N)C=C3
461,TA-CN-TPA,"14-(4-(bis(4-(tert-butyl)phenyl)amino)phenyl)benzo[4,5]thieno[3,2-a]benzo[4,5]thieno[2,3-c]phenazine-3,8,13-tricarbonitrile",CC(C)(C)C(C=C1)=CC=C1N(C2=CC=C(C(C)(C)C)C=C2)C3=CC=C(C4=CC5=NC(C(C(C=CC(C#N)=C6)=C6S7)=C7C8=C9C%10=C(C=C(C#N)C=C%10)S8)=C9N=C5C=C4C#N)C=C3
462,BN-1,None,CC(C)(C)C1=CC2=C(C3=C1)N(C4=CC=C(C(C)(C)C)C=C43)C5=CC(C6=NN=C(C(C)(C)C)[Se]6)=CC7=C5B2C(C=C(C(C)(C)C)C=C89)=C8N7C%10=C9C=C(C(C)(C)C)C=C%10
463,BN-2,None,CC(C)(C)C1=CC2=C(C3=C1)N(C4=CC=C(C(C)(C)C)C=C43)C5=CC(C6=NN=C(C7=CC=CC=C7)[Se]6)=CC8=C5B2C(C=C(C(C)(C)C)C=C9%10)=C9N8C%11=C%10C=C(C(C)(C)C)C=C%11
464,None,2-(9H-carbazol-9-yl)-3-(3-methoxy-9H-carbazol-9-yl)-9H-xanthen-9-one,O=C1C2=C(C=C(N3C(C=CC=C4)=C4C5=C3C=CC(OC)=C5)C(N6C(C=CC=C7)=C7C8=C6C=CC=C8)=C2)OC9=CC=CC=C91
465,None,"2-(3,6-di-tert-butyl-9H-carbazol-9-yl)-3-(3-methoxy-9H-carbazol-9-yl)-9H-xanthen-9-one",O=C1C2=C(C=C(N3C(C=CC=C4)=C4C5=C3C=CC(OC)=C5)C(N6C(C=CC(C(C)(C)C)=C7)=C7C8=C6C=CC(C(C)(C)C)=C8)=C2)OC9=CC=CC=C91
466,mCP-DPS-PXZ,10-(4-((4-(9-(4-(9H-carbazol-9-yl)phenyl)-9H-carbazol-3-yl)phenyl)sulfonyl)phenyl)-10H-phenoxazine,O=S(C(C=C1)=CC=C1C(C=C2)=CC3=C2N(C4=C3C=CC=C4)C5=CC=C(N6C(C=CC=C7)=C7C8=C6C=CC=C8)C=C5)(C9=CC=C(N%10C(C=CC=C%11)=C%11OC%12=C%10C=CC=C%12)C=C9)=O
467,mPhDCzDPSPXZ,10-(4-((4-(9-(3-(9H-carbazol-9-yl)phenyl)-9H-carbazol-3-yl)phenyl)sulfonyl)phenyl)-10H-phenoxazine,O=S(C(C=C1)=CC=C1C(C=C2)=CC3=C2N(C4=C3C=CC=C4)C5=CC(N(C6=C7C=CC=C6)C8=C7C=CC=C8)=CC=C5)(C9=CC=C(N%10C(C=CC=C%11)=C%11OC%12=C%10C=CC=C%12)C=C9)=O
